0,SteveDaines,The honor was all mine Kandi is an amazing representative of and our great state MontanaProud,0.7000000000000001,"['kandi', 'amazing representative', 'great state', 'montanaproud']",R,Montana 
2013,RepSteveStivers,There s not much Members of Congress agree on but caring for our veterans is the right thing to do Yesterday the House passed the PAWSforVetsTherapy Act unanimously Special thanks to for being the lead cosponsor and helping to get it over the finish line,0.18571428571428572,"['congress', 'right thing', 'yesterday', 'pawsforvetstherapy', 'special thanks', 'lead cosponsor', 'finish line']",R,Ohio
2014,RepSteveStivers,JUST IN The PAWS4VetsTherapy Act passed the House with unanimous support I m proud to fight for policies proven to give veterans a new lease on life I ve met with so many brave men and women whose lives have been transformed by working with service dogs this is for you,0.5590909090909091,"['just in', 'paws4vetstherapy', 'unanimous support', 'new lease', 'brave men', 'service dogs']",R,Ohio
2015,RepAGonzalez, Another productive meeting this afternoon in DC Enjoyed a thoughtful conversation with about issues curre,0.45,"['productive meeting', 'dc enjoyed', 'thoughtful conversation', 'issues curre']",R,Ohio
2016,RepAGonzalez, Thank you to Congressman Anthony Gonzalez for sponsoring the House version of the JOBS Act He really und,0.2,"['thank', 'anthony gonzalez', 'house version', 'jobs']",R,Ohio
2017,RepAGonzalez,Many of our veterans put it all on the line to protect this nation Ensuring they have the best possible care is the least we can do to thank them for their service I am proud to introduce this bill to ensure transparency and access to information in the VA health care system,0.4,"['ensuring', 'possible care', 'ensure transparency', 'va', 'health care system']",R,Ohio
2018,RepAGonzalez,Proud to introduce the VA Quality Health Care Accountability and Transparency Act alongside and to improve VA disclosure of important quality of service information for our veterans More here,0.5666666666666668,"['proud', 'va quality', 'care accountability', 'transparency', 'va', 'important quality', 'service information']",R,Ohio
2019,RepAGonzalez,This constitutes an outright attack by the Chinese military on Americans through cyber warfare This sort of attack cannot and should not go unchallenged The U S must ensure American consumers and Equifax get the justice they deserve,-0.03333333333333333,"['outright attack', 'cyber warfare', 'american consumers', 'equifax']",R,Ohio
2020,repkevinhern,Great meeting with Luke Bray a athlete from Owasso this morning The Special Olympics have always been close to my heart and I am proud to support them,0.6523809523809524,"['great meeting', 'luke bray', 'owasso', 'olympics']",R,Oklahoma
2021,repkevinhern,You can see my full speech here gt,0.35,['full speech'],R,Oklahoma
2022,repkevinhern,Last night I spoke on the House floor on the need to protect American workers give them freedom amp independence I was booed amp heckled by Democrats They would rather protect illegal immigrants amp give them union memberships when they shouldn t be working here in the 1st place,-0.16666666666666666,"['house floor', 'american workers', 'freedom amp independence', 'illegal immigrants amp', 'union memberships', 'shouldn t', '1st place']",R,Oklahoma
2023,repkevinhern,This long national nightmare is finally over and we can move on to the work of the people lowering drug prices securing the border and making the 2017 tax cuts permanent Let s get it done,-0.025,"['long national nightmare', 'drug prices', 'tax cuts']",R,Oklahoma
2024,repkevinhern,My administration has ended catch amp release It s great to have a President commit to the safety of our people More than just a border wall we must be adequately funding our border security SOTU,0.5444444444444444,"['catch amp release', 'border wall', 'border security', 'sotu']",R,Oklahoma
2025,RepMullin,This was my first week back in DC after my son Jim s wrestling accident amp between the SOTU amp s acquittal it was a busy one Thank you for your prayers amp understanding as we continue to support Jim s recovery I am blessed to serve the great state of Oklahoma,0.2875,"['dc', 'jim', 'accident amp', 'sotu', 'amp s acquittal', 'thank', 'prayers amp understanding', 'jim', 's recovery', 'great state', 'oklahoma']",R,Oklahoma
2026,RepMullin,Starting Friday off with some great news for the American people More jobs Rising wages More people joining the workforce,0.36,"['great news', 'american people', 'rising']",R,Oklahoma
2027,RepMullin, BREAKING Last month 225 000 jobs were created crushing expectations Democrats won t admit it or clap for it but Pr,0.2,"['breaking', 'pr']",R,Oklahoma
2028,RepMullin,Here are some of the stories she ripped up A 100 year old Tuskegee Airman amp his grandson A service member who was reunited with his family An Oklahoman mother amp son who lost their husband dad at the hands of a terrorist A single mother whose 4th grader received a scholarship,0.01428571428571429,"['tuskegee airman', 'service member', 'oklahoman', 'mother amp son', 'husband dad']",R,Oklahoma
2029,RepMullin,I just signed on to a resolution strongly disapproving of Speaker Nancy Pelosi for ripping up a copy of s State of the Union address It was absolutely disgraceful,0.31666666666666665,"['nancy pelosi', 's state', 'union address']",R,Oklahoma
2030,RepFrankLucas,Geothermal energy is a clean amp renewable energy that is always on The U S has significant geothermal energy resources Through continued investments at we can continue to pave the way for industry innovation and improve the next generation of geothermal technologies,0.24722222222222223,"['geothermal', 'clean amp', 'renewable energy', 'significant geothermal energy resources', 'industry innovation', 'geothermal technologies']",R,Oklahoma
2031,RepFrankLucas,is marking up my bill H R 5374 the Advanced Geothermal Research amp Development Act As Oklahoma has experienced geothermal energy has tremendous potential H R 5374 funds geothermal research amp development while strengthening the U S geothermal workforce,0.38333333333333336,"['h r', 'advanced geothermal', 'research amp development act', 'oklahoma', 'geothermal energy', 'tremendous potential', 'h r', 'funds geothermal research amp development', 's geothermal workforce']",R,Oklahoma
2032,RepFrankLucas,Yesterday I met w discussing the need for a more transparent amp cost effective healthcare system Oklahomans deserve a healthcare system that provides access to quality affordable options amp low cost prescription drugs not one that is burdensome amp financially crippling,0.275,"['yesterday', 'transparent amp cost', 'effective healthcare system', 'oklahomans', 'healthcare system', 'affordable options amp', 'low cost prescription drugs', 'burdensome amp']",R,Oklahoma
2033,RepFrankLucas, Veterans bring a wealth of skills but a lack of formal STEM education amp difficulty transferring military credits to c,-0.1,"['veterans', 'stem', 'education amp difficulty', 'military credits']",R,Oklahoma
2034,RepFrankLucas,Like the Spanish Flu epidemic in 1918 the coronavirus is having a critical impact on the global economy This morning at a hearing I asked Chairman Powell how foreign central banks are responding to this growing epidemic WATCH,-0.025,"['flu', 'critical impact', 'global economy', 'powell', 'foreign central banks', 'watch']",R,Oklahoma
2035,TomColeOK04,Sending a budget request to Congress marks the president s opportunity to provide an aspirational list of priorities as lawmakers chart the path forward on government funding My statement on today s release of the president s FY21 budget request,0.0,"['sending', 'budget request', 'congress', 'president s opportunity', 'aspirational list', 'lawmakers chart', 's release', 'president s', 'fy21', 'budget request']",R,Oklahoma
2036,TomColeOK04,WATCH It s been an eventful week that included SOTU from on Tuesday and his acquittal of Democrats impeachment charges on Wednesday All this and more in my weekly chat,0.5,"['watch', 'eventful week', 'sotu', 'impeachment charges']",R,Oklahoma
2037,TomColeOK04,ICYMI This morning I joined for a lengthy discussion including the latest on the coronavirus and the federal government s response Watch,0.5,"['icymi', 'lengthy discussion', 'federal government s response', 'watch']",R,Oklahoma
2038,TomColeOK04,I am relieved that the Senate could finally put to rest what has been a political and partisan stunt by from day one My full statement on the rightful acquittal of,0.11666666666666665,"['partisan stunt', 'full statement', 'rightful acquittal']",R,Oklahoma
2039,TomColeOK04, Representative Tom Cole R OK a member of the House Appropriations Committee discusses the federal response to combat the c,0.5,"['tom cole r', 'committee discusses', 'federal response']",R,Oklahoma
2040,RepKendraHorn,This past week I met with Sec of the Air Force Barbara Barrett to talk about housing at Tinker Air Force Base It s clear there s more work to be done to ensure all our on base military families are placed in safe homes We cannot stop fighting for those who serve our country,-0.11875,"['past week', 'sec', 'air force', 'barbara barrett', 'tinker', 'air force', 'base', 'military families', 'safe homes']",D,Oklahoma
2041,RepKendraHorn,Today I talked with the and America s favorite science teacher about our bipartisan work in Congress to strengthen America s space program Thanks to Bill and the Planetary Society for inspiring America s next generation of explorers,0.3,"['america', 'favorite science teacher', 'bipartisan work', 'congress', 'america', 's space program', 'thanks', 'bill', 'planetary', 'america']",D,Oklahoma
